item_id,title_snapshot,country,material,year,grade,cert_company,cap_judgment,marketing_status,cap_bid_limit_usd,estimated_sell_price_jpy,expected_profit_jpy,expected_roi_pct,yahoo_ref_title,yahoo_ref_price_jpy,evidence_status,comparison_type,cap_comment,url,updated_at
spink_css123_hk_2026_apr_1467,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""60th Anniversary of the...",UNKNOWN,gold,2011,,,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC gold proof 100 yuan silver pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1467,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1469,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""50th Annivesary of WWF"",...",UNKNOWN,gold,2011,,,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC gold proof 100 yuan silver pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1469,2026-04-03T20:05:10.906687+00:00
noble_141_2026_apr_823,"George V, 1915 Sydney. Extremely fine or better. (2)",UNKNOWN,gold,1915,,,CEO_CHECK,MARKETING_REVIEW,2577.8,559600,72796,16.9,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: George V 1915 Sydney 2x sovereigns vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$2577.8. Gold spike->CEO_CHECK. 2x sell=559,600.",https://www.numisbids.com/sale/10505/lot/823,2026-04-03T20:02:17.777887+00:00
noble_141_2026_apr_2040,"USA, twenty dollars or double eagle, 1907, Liberty head. Extremely fine.",USA,gold,1907,,,CEO_CHECK,MARKETING_REVIEW,2487.0,540000,70150,16.9,"ダブルイーグル $20金貨 MS63(PCGS鑑定) ¥540,000(2025-06)",540000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: 1907 Liberty $20 XF vs PCGS MS63 ¥540k。Noble見積AUD6,000(¥570,000)>$BL(2487.0)。入札はBL以下のみ有効。金価格急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2040,2026-04-03T19:16:47.154011+00:00
noble_141_2026_apr_2037,"USA, five dollars or half eagle, 1881, Liberty head. Extremely fine",USA,gold,1881,,,CEO_CHECK,MARKETING_REVIEW,2487.0,540000,70150,16.9,ダブルイーグル0 MS63 ¥540k TYPE_ONLY,540000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY(同シリーズ別額面): US  Liberty 1881 XF vs 0 Liberty MS63¥540k。Noble見積AUD1,600(¥152k)<<BL($2487.0)→有効。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2037,2026-04-03T19:22:06.316887+00:00
noble_141_2026_apr_2038,"USA, five dollars or half eagle, 1907, Liberty head. Lightly toned, nearly uncirculated",USA,gold,1907,,,CEO_CHECK,MARKETING_REVIEW,2487.0,540000,70150,16.9,ダブルイーグル0 MS63 ¥540k TYPE_ONLY,540000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: US  Liberty 1907 nUNC vs 0 Liberty MS63¥540k。Noble見積AUD1,600(¥152k)<<BL($2487.0)→有効。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2038,2026-04-03T19:22:06.316887+00:00
v1|168267607237|0,1894-S $20 Gold Liberty Double Eagle PCGS Graded MS62 Series 70 #5852440,US,gold,1894,MS62,PCGS,CEO_CHECK,MARKETING_REVIEW,2487.0,540000,70150,16.9,"ダブルイーグル $20金貨 MS63(PCGS鑑定) ¥540,000(2025-06)",540000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: 1894-S Liberty $20 MS62 vs PCGS MS63参照¥540k。BL=$2487.0。eBay現在価格未取得→CEOがeBayで価格確認要。金価格急騰→CEO_CHECK。URL要確認。,https://www.ebay.com/itm/168267607237?_skw=PCGS+gold+graded&hash=item272d87ecc5:g:U3UAAeSw7rppxwi5,2026-04-03T19:16:47.154011+00:00
noble_141_2026_apr_823,"George V, 1915 Sydney. Extremely fine or better. (2)",UNKNOWN,gold,1915,,,CEO_CHECK,MARKETING_REVIEW,2577.8,559600,72796,16.9,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: George V 1915 Sydney 2x sovereigns vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$2577.8. Gold spike->CEO_CHECK. 2x sell=559,600.",https://www.numisbids.com/sale/10505/lot/823,2026-04-03T20:02:17.777887+00:00
spink_css123_hk_2026_apr_1468,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""100th Anniversary of Xinhai...",UNKNOWN,gold,2011,,,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC gold proof 100 yuan silver pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1468,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1470,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""World Heritage Dengfeng -...",UNKNOWN,gold,2011,,,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC gold proof 100 yuan silver pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1470,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1466,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""26th Summer Universiade...",UNKNOWN,gold,2011,,,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC gold proof 100 yuan silver pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1466,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1471,"People's Republic of China, [NGC MS69] a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""100th Anniversary...",UNKNOWN,gold,2011,MS69,NGC,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC NGC MS69 gold proof 100 yuan pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1471,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1471,"People's Republic of China, [NGC MS69] a pair of gold proof 100 yuan and silver proof 10 yuan, 2011, ""100th Anniversary...",UNKNOWN,gold,2011,MS69,NGC,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC NGC MS69 gold proof 100 yuan pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1471,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1475,"People's Republic of China, [NGC PF69 UC] a pair of gold proof 100 yuan and silver proof 10 yuan, 2013, ""Start of...",UNKNOWN,gold,2013,PF69,NGC,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC NGC PF69 UC gold proof 100 yuan pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1475,2026-04-03T20:05:10.906687+00:00
spink_css123_hk_2026_apr_1475,"People's Republic of China, [NGC PF69 UC] a pair of gold proof 100 yuan and silver proof 10 yuan, 2013, ""Start of...",UNKNOWN,gold,2013,PF69,NGC,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC NGC PF69 UC gold proof 100 yuan pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1475,2026-04-03T20:05:10.906687+00:00
noble_141_2026_apr_2030,"Turkey, Muhammad V, 250 kurush, AH1327, Yr 5 (imitation?). Uncirculated",Turkey,gold,1909,,,CEO_CHECK,MARKETING_REVIEW,2324.7,505000,65425,16.8,UK sovereign ¥505k TYPE_ONLY,505000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: オスマン250kurush(imitation?) vs UK sovereign。Noble見積AUD1,800(¥171k)<<BL¥348,704($2324.7)。注: ""imitation?"" 記載あり→CEO現物確認要。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2030,2026-04-03T19:22:35.233956+00:00
noble_141_2026_apr_2018,"South Africa, Republic, proof half krugerrand, 1984. In SAM case of issue, FDC",South Africa,gold,1984,,,CEO_CHECK,MARKETING_REVIEW,2324.7,505000,65425,16.8,UK sovereign ¥505k TYPE_ONLY,505000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: SA proof 1/2oz krugerrand 1984 vs UK sovereign。Noble見積AUD3,000(¥285k)<<BL($2324.7)。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2018,2026-04-03T19:22:06.316887+00:00
noble_141_2026_apr_2017,"South Africa, Republic, proof half krugerrand, 1983. In SAM case of issue, FDC",South Africa,gold,1983,,,CEO_CHECK,MARKETING_REVIEW,2324.7,505000,65425,16.8,UK sovereign ¥505k TYPE_ONLY,505000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: SA proof 1/2oz krugerrand 1983 vs UK sovereign。Noble見積AUD3,000(¥285k)<<BL($2324.7)。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2017,2026-04-03T19:22:06.316887+00:00
noble_141_2026_apr_2016,"South Africa, Republic, proof set 1/10 and 1/4 krugerrand, 1984. In SAM case of issue, FDC",South Africa,gold,1984,,,CEO_CHECK,MARKETING_REVIEW,2324.7,505000,65425,16.8,UK sovereign ¥505k TYPE_ONLY,505000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY(同金貨・別発行国): SA proof 1/10+1/4oz krugerrand vs UK sovereign。Noble見積AUD2,000(¥190k)<<BL¥348704($2324.7)。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2016,2026-04-03T19:22:06.316887+00:00
noble_141_2026_apr_570,"Great Britain, George III, gold guinea, fifth bust or spade type, 1792 (S.3227). Good very fine.",GB,gold,1792,,,CEO_CHECK,MARKETING_REVIEW,2232.0,485000,62725,16.8,Anne guinea 1714 NGC XF 485k,485000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: Great Britain George III gold guinea 1792 vs Anne guinea 1714 NGC XF 485k. Noble 141 Apr2026. BL=$2232.0. Gold spike->CEO_CHECK.,https://www.numisbids.com/sale/10505/lot/570,2026-04-03T20:08:04.0148+00:00
noble_10505_2022,"Switzerland, Confederation, twenty francs, 1893B, 1896B. About uncirculated (2)",Switzerland,gold,1893,,,CEO_CHECK,MARKETING_REVIEW,1819.3,396000,50710,16.6,Swiss 20F 1916B NGC MS66 198k,198000,READY,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: Swiss 20F lot 2022 (2coins) vs Swiss 1916B MS66 198k. Est AUD2750 ($1705) BL=$1819.3. Noble 10505 closes ~Apr2026->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/n.php?p=lot&sid=10505&lot=2022,2026-04-03T19:33:09.24783+00:00
noble_10505_2021,"Switzerland, Confederation, twenty francs, 1890B, 1892B. Good extremely fine (2)",Switzerland,gold,1890,,,CEO_CHECK,MARKETING_REVIEW,1819.3,396000,50710,16.6,Swiss 20F 1916B NGC MS66 198k,198000,READY,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: Swiss 20F lot 2021 (2coins) vs Swiss 1916B MS66 198k. Est AUD2750 ($1705) BL=$1819.3. Noble 10505 closes ~Apr2026->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/n.php?p=lot&sid=10505&lot=2021,2026-04-03T19:33:09.24783+00:00
noble_141_2026_apr_482,"Papua New Guinea, proof gold 100 kina, 1979. In case of issue with certificate, FDC.",GB,gold,1979,,,CEO_CHECK,MARKETING_REVIEW,1471.6,321000,40585,16.3,PNG 100 kina 2020 PR70 321k,321000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PNG proof gold 100 kina 1979 vs PNG 100 kina 2020 PR70 321k. Noble 141 Apr2026. BL=$1471.6. Gold spike->CEO_CHECK.,https://www.numisbids.com/sale/10505/lot/482,2026-04-03T20:08:04.0148+00:00
noble_141_2026_apr_479,"Papua New Guinea, mint gold 100 kina, 1975 (KM.9). In packs of issue, uncirculated. (2)Ex Noble Numismatics Sale 131.",GB,gold,1975,,,CEO_CHECK,MARKETING_REVIEW,1471.6,321000,40585,16.3,PNG 100 kina 2020 PR70 321k,321000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PNG mint gold 100 kina 1975 vs PNG 100 kina 2020 PR70 321k. Noble 141 Apr2026. BL=$1471.6. Gold spike->CEO_CHECK.,https://www.numisbids.com/sale/10505/lot/479,2026-04-03T20:08:04.0148+00:00
heritage_spotlight_poland_2026_apr_24018,"Poland: Danzig. Sigismund III gold Proof Restrike 5 Ducat
1614 (1977) PR69 Ultra Cameo NGC,",UNKNOWN,gold,1614,PR69,NGC,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Poland: Danzig. Sigismund III gold Proof Restrike  (1977PR) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/poland/poland-danzig-sigismund-iii-gold-proof-restrike-5-ducat-1614-1977-pr69-ultra-cameo-ngc-/a/61607-24018.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
heritage_61607_24019,Poland: Danzig. Sigismund III gold Restrike 5 Ducat 1614 (1996) PR69 Ultra Cameo NGC,Poland,gold,1996,,,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10guilden 1898 NGC MS62 284k,284000,READY,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: Poland Danzig 5 Ducat 1996 restrike PR69 vs NL 10guilden 284k. Current bid $825<<BL$1300.1. Heritage ends 4/14. Poland gold JP liquidity uncertain->CEO_CHECK.,https://coins.ha.com/itm/poland/danzig/poland-danzig-sigismund-iii-gold-restrike-5-ducat-1614-1996-pr69-ultra-cameo-ngc-/a/61607-24019.s,2026-04-03T19:28:44.530128+00:00
heritage_spotlight_poland_2026_apr_24011,"Danzig: Free City gold 25 Gulden 1923 MS62 Prooflike
NGC,",UNKNOWN,gold,1923,MS62,NGC,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig: Free City gold 25 Gulden 1923 MS62 Proofli (MS62PL) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1923-ms62-prooflike-ngc-/a/61607-24011.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
heritage_61607_24013,Danzig: Free City gold 25 Gulden 1930 MS65 PCGS,Danzig,gold,1930,,,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10guilden 1898 NGC MS62 284k,284000,PRICE_OVER_BL,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig 25 Gulden 1930 PCGS MS65 vs NL guilden 284k. Current bid $1,650>BL$1300.1 NOTE:over BL. Rare coin JP value may be higher. Heritage 4/14->CEO judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1930-ms65-pcgs-/a/61607-24013.s,2026-04-03T19:28:44.530128+00:00
heritage_61607_24012,Danzig: Free City gold 25 Gulden 1930 MS66 NGC,Danzig,gold,1930,,,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10guilden 1898 NGC MS62 284k,284000,PRICE_OVER_BL,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig 25 Gulden 1930 MS66 (top grade) vs NL guilden 284k. Current bid $2,600>>BL$1300.1 WELL OVER. Highly specialized rare coin JP price uncertain. Heritage 4/14->CEO specialist judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1930-ms66-ngc-/a/61607-24012.s,2026-04-03T19:28:44.530128+00:00
noble_141_2026_apr_1165,"George VI, 1939, kangaroo or second (new) reverse. Nearly very fine - nearly extremely fine. (140)",AU,gold,1939,,,CEO_CHECK,MARKETING_REVIEW,1280.6,279800,35023,16.2,オーストラリア ソブリン金貨 1916年M ジョージ5世 PCGS MS64,279800,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: AU sovereign 1939(希少最終年) vs AU sovereign 1916M(PCGS MS64). Noble見積AUD800≈¥76,000。当方BL¥192,088()。見積<<BL→有効。金価格急騰(,675/oz)→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/1165,2026-04-03T19:11:20.806429+00:00
noble_141_2026_apr_1051,"Edward VII, 1910. Frosty mint bloom, light gold and brown reverse tone, uncirculated.",UNKNOWN,gold,1910,,,CEO_CHECK,MARKETING_REVIEW,1280.6,279800,35023,16.2,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Edward VII 1910 sovereign vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$1280.6. Gold spike->CEO_CHECK. 1x sell=279,800.",https://www.numisbids.com/sale/10505/lot/1051,2026-04-03T20:02:17.777887+00:00
heritage_spotlight_poland_2026_apr_24012,"Danzig: Free City gold 25 Gulden 1930 MS66 NGC,",UNKNOWN,gold,1930,MS66,NGC,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig: Free City gold 25 Gulden 1930 MS66 NGC (MS66) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1930-ms66-ngc-/a/61607-24012.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
heritage_spotlight_poland_2026_apr_24016,"Danzig: Free City gold 25 Gulden 1930 MS65 PCGS,",UNKNOWN,gold,1930,MS65,PCGS,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig: Free City gold 25 Gulden 1930 MS65 PCGS (MS65) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1930-ms65-pcgs-/a/61607-24016.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
heritage_spotlight_poland_2026_apr_24019,"Poland: Danzig. Sigismund III gold Restrike 5 Ducat 1614
(1996) PR69 Ultra Cameo NGC,",UNKNOWN,gold,1614,PR69,NGC,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Poland: Danzig. Sigismund III gold Restrike 5 Duca (1996PR69) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/poland/poland-danzig-sigismund-iii-gold-restrike-5-ducat-1614-1996-pr69-ultra-cameo-ngc-/a/61607-24019.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
heritage_spotlight_poland_2026_apr_24020,"Poland: Danzig. Sigismund III gold Restrike 5 Ducat 1614
(1996) PR69 Ultra Cameo NGC,",UNKNOWN,gold,1614,PR69,NGC,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Poland: Danzig. Sigismund III gold Restrike 5 Duca (1996PR69) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/poland/poland-danzig-sigismund-iii-gold-restrike-5-ducat-1614-1996-pr69-ultra-cameo-ngc-/a/61607-24020.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
heritage_spotlight_poland_2026_apr_24013,"Danzig: Free City gold 25 Gulden 1930 MS65 PCGS,",UNKNOWN,gold,1930,MS65,PCGS,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig: Free City gold 25 Gulden 1930 MS65 PCGS (MS65) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1930-ms65-pcgs-/a/61607-24013.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
noble_141_2026_apr_636,"Queen Victoria, second type, 1863. Very fine or better.Ex IAG Sale 97 (lot 472) with their tag.",UNKNOWN,gold,1863,,,CEO_CHECK,MARKETING_REVIEW,1280.6,279800,35023,16.2,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Queen Victoria 1863 sovereign vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$1280.6. Gold spike->CEO_CHECK. 1x sell=279,800.",https://www.numisbids.com/sale/10505/lot/636,2026-04-03T20:02:17.777887+00:00
heritage_spotlight_poland_2026_apr_24014,"Danzig: Free City gold 25 Gulden 1930 MS65 PCGS,",UNKNOWN,gold,1930,MS65,PCGS,CEO_CHECK,MARKETING_REVIEW,1300.1,284000,35590,16.2,NL 10G 1898 MS62 284k,284000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Danzig: Free City gold 25 Gulden 1930 MS65 PCGS (MS65) vs NL 10G 1898 MS62 284k 284,000. Heritage Spotlight Poland Apr2026. BL=$1300.1. Poland gold JP liquidity uncertain->CEO_CHECK. Gold spike->CEO judge.",https://coins.ha.com/itm/danzig/danzig-free-city-gold-25-gulden-1930-ms65-pcgs-/a/61607-24014.s?ic4=ListView-ShortDescription-071515,2026-04-03T19:57:07.566966+00:00
noble_141_2026_apr_991,"George V, 1911. Subdued original mint bloom with gold olive toning, uncirculated and rare in this condition.",UNKNOWN,gold,1911,,,CEO_CHECK,MARKETING_REVIEW,1280.6,279800,35023,16.2,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: George V 1911 sovereign vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$1280.6. Gold spike->CEO_CHECK. 1x sell=279,800.",https://www.numisbids.com/sale/10505/lot/991,2026-04-03T20:02:17.777887+00:00
noble_141_2026_apr_636,"Queen Victoria, second type, 1863. Very fine or better.Ex IAG Sale 97 (lot 472) with their tag.",UNKNOWN,gold,1863,,,CEO_CHECK,MARKETING_REVIEW,1280.6,279800,35023,16.2,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Queen Victoria 1863 sovereign vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$1280.6. Gold spike->CEO_CHECK. 1x sell=279,800.",https://www.numisbids.com/sale/10505/lot/636,2026-04-03T20:02:17.777887+00:00
noble_141_2026_apr_991,"George V, 1911. Subdued original mint bloom with gold olive toning, uncirculated and rare in this condition.",UNKNOWN,gold,1911,,,CEO_CHECK,MARKETING_REVIEW,1280.6,279800,35023,16.2,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: George V 1911 sovereign vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$1280.6. Gold spike->CEO_CHECK. 1x sell=279,800.",https://www.numisbids.com/sale/10505/lot/991,2026-04-03T20:02:17.777887+00:00
