item_id	コイン名	国	素材	年号	グレード	認定機関	ステータス	コメント	URL	更新日
spink_css123_hk_2026_apr_1453	People's Republic of China, [NGC PF69 Ultra Cameo] silver proof piedfort 10 yuan, 1999, Year of the Rabbit...	UNKNOWN	silver	1999	PF69	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥28,500 (2025-12-01 / PF69UC)。 現在入札額¥760,000で仕入上限¥526,045。想定利益¥-154,750(ROI -22.6%)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.numisbids.com/sale/10494/lot/1453	2026-04-03T16:13:08.459948+00:00
spink_css123_hk_2026_apr_1453	People's Republic of China, [NGC PF69 Ultra Cameo] silver proof piedfort 10 yuan, 1999, Year of the Rabbit...	UNKNOWN	silver	1999	PF69	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥28,500 (2025-12-01 / PF69UC)。 現在入札額¥760,000で仕入上限¥526,045。想定利益¥-154,750(ROI -22.6%)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.numisbids.com/sale/10494/lot/1453	2026-04-03T10:19:48.610734+00:00
spink_css123_hk_2026_apr_1461	People's Republic of China, a presentation set of silver 10 yuan and gold 20 yuan, Panda, 2003, 999 pure 1oz silver and...	UNKNOWN	gold	2003			OBSERVATION	BL=79USD << HKD3000-4000 estimate. Not viable. Demoted to OBSERVATION.	https://www.numisbids.com/sale/10494/lot/1461	2026-04-03T18:09:11.046265+00:00
spink_css123_hk_2026_apr_1463	People's Republic of China, [NGC MS70] gold 200 yuan, 2003, "Panda", 1/2oz pure gold, NGC highest possible grade, one...	UNKNOWN	gold	2003	MS70	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥23,501 (2026-01-21 / PF70UC)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.numisbids.com/sale/10494/lot/1463	2026-04-03T10:19:48.610734+00:00
spink_css123_hk_2026_apr_1464	People's Republic of China, a pair of gold proof 200 yuan and silver proof 10 yuan, 2004, "Centenary of the Birth of...	UNKNOWN	gold	2004			OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥8,001 (2025-11-09 / PF70UC)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.numisbids.com/sale/10494/lot/1464	2026-04-03T17:49:15.355301+00:00
v1|157785246165|0	2010 10 Yn China Panda 1 Troy oz .999 Silver First Strike MS70 PCGS Graded Coin	UNKNOWN	silver	2010	MS70	PCGS	OBSERVATION	年号±4年差の近似一致 (YEAR_DELTA)。Yahoo参照¥23,501 (2026-01-21 / PF70UC)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/157785246165?_skw=PCGS+silver+coin+graded&hash=item24bcbbc9d5:g:rOQAAeSwaMJpxCgf	2026-04-03T10:19:48.610734+00:00
v1|168272617880|0	1957-P 50C FRANKLIN 90% SILVER Half Dollar Graded NGC MS64 Beautiful Coin	UNKNOWN	silver	1957	MS64	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥17,500 (2025-12-04 / PF70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/168272617880?_skw=NGC+silver+coin+graded&hash=item272dd46198:g:fe4AAeSwASBpyH8K	2026-04-03T10:19:48.610734+00:00
v1|188219301564|0	1986 To 1999 14yrs Sequential American Silver Eagle Coin All Are NGC MS69 Graded	US	silver	1986	MS69	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥20,405 (2026-02-21 / MS69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/188219301564?_skw=NGC+silver+coin+graded&hash=item2bd2be9ebc:g:tXkAAeSwgGNpx-wg	2026-04-03T16:13:08.459948+00:00
v1|206180443478|0	2015 Chinese Panda 1 Ounce .999 Silver Coin NGC Graded MS69 - No Reserve	UNKNOWN	silver	2015	MS69	NGC	OBSERVATION	同一コイン確認 (EXACT)。Yahoo参照¥23,000 (2026-02-17 / PF69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/206180443478?_skw=NGC+silver+coin+graded&hash=item30014fe556:g:-0kAAeSwLrlpy~1G	2026-04-03T10:19:48.610734+00:00
v1|236724106863|0	2013 American Silver Eagle, NGC Graded MS69, 1 oz .999 Silver 	US	silver	2013	MS69	NGC	OBSERVATION	年号±4年差の近似一致 (YEAR_DELTA)。Yahoo参照¥20,405 (2026-02-21 / MS69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/236724106863?_skw=NGC+silver+coin+graded&hash=item371ddb366f:g:S1AAAeSwzP9pypOx	2026-04-03T10:19:48.610734+00:00
v1|236724106863|0	2013 American Silver Eagle, NGC Graded MS69, 1 oz .999 Silver 	US	silver	2013	MS69	NGC	OBSERVATION	年号±4年差の近似一致 (YEAR_DELTA)。Yahoo参照¥20,405 (2026-02-21 / MS69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/236724106863?_skw=NGC+silver+coin+graded&hash=item371ddb366f:g:S1AAAeSwzP9pypOx	2026-04-03T16:13:08.459948+00:00
v1|257428845685|0	Australia, 2010 P $1 Silver Kangaroo High Relief - NGC Graded PF70 UCAM	AU	silver	2010	PF70	NGC	OBSERVATION	年号±5年差の近似一致 (YEAR_DELTA)。Yahoo参照¥17,111 (2025-11-30 / MS70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/257428845685?_skw=NGC+silver+coin+graded&hash=item3beff47475:g:vz4AAeSwyBZpxu8~	2026-04-03T10:19:48.610734+00:00
v1|257428845685|0	Australia, 2010 P $1 Silver Kangaroo High Relief - NGC Graded PF70 UCAM	AU	silver	2010	PF70	NGC	OBSERVATION	年号±5年差の近似一致 (YEAR_DELTA)。Yahoo参照¥17,111 (2025-11-30 / MS70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/257428845685?_skw=NGC+silver+coin+graded&hash=item3beff47475:g:vz4AAeSwyBZpxu8~	2026-04-03T16:13:08.459948+00:00
v1|267623983771|0	1/200 Gold Gram Round Day of the Dead Rose Skull MS-70 NGC Graded .9999 Pure	UNKNOWN	gold			NGC	OBSERVATION	CAP_NG: Non-coin item (lot/collection/novelty). Not sourcing target.	https://www.ebay.com/itm/267623983771?_skw=NGC+gold+graded&hash=item3e4fa1ea9b:g:IhMAAeSw3JRpyeY1	2026-04-03T10:19:48.610734+00:00
v1|306849644961|0	1884 O MS 62 Liberty Morgan Silver Dollar NGC Certified Graded Authentic 999	US	silver	1884	MS62	NGC	OBSERVATION	年号±1年差の近似一致 (YEAR_DELTA)。Yahoo参照¥18,900 (2025-08-03 / MS63)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/306849644961?_skw=NGC+silver+coin+graded&hash=item4771aa01a1:g:jXQAAeSw7rppyQCt	2026-04-03T16:13:08.459948+00:00
v1|306849646904|0	1921 P AU 58 Liberty Morgan Silver Dollar NGC Certified Graded Authentic 02	US	silver	1921	AU58	NGC	OBSERVATION	グレード差あり (GRADE_DELTA: 本品AU58/参照?)。Yahoo参照¥14,000 (2025-01-14 / グレード不明)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/306849646904?_skw=NGC+silver+coin+graded&hash=item4771aa0938:g:Y9YAAeSwSqppyQEq	2026-04-03T16:13:08.459948+00:00
v1|306849655997|0	1901 O MS 64 Liberty Morgan Silver Dollar PCGS Certified Graded Authentic 10	US	silver	1901	MS64	PCGS	OBSERVATION	[価格確認2026-04-04] eBay価格確認: $114.99(オークション形式・終了2h49m後)。仕入上限$58(¥8,772)に対してeBay価格$114.99は超過。保守的売価¥36,000(MS64: MS66×50%)では利益¥18,776(ROI 58.0%)→最低利益¥20,000未達。❌ CAP_NG。	https://www.ebay.com/itm/306849655997?_skw=PCGS+silver+coin+graded&hash=item4771aa2cbd:g:p2sAAeSw9lFpyQQp	2026-04-03T16:41:37.012161+00:00
v1|318069796393|0	1961 United States Franklin Silver Half Dollar Proof Coin PCGS Graded PR66 	US	silver	1961	PR66	PCGS	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥17,500 (2025-12-04 / PF70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/318069796393?_skw=PCGS+silver+coin+graded&hash=item4a0e6fee29:g:MMQAAeSwXMRpjniM	2026-04-03T16:13:08.459948+00:00
v1|336495482039|0	2010 SILVER EAGLE S$1, EARLY RELEASE NGC MS 69 GRADED COIN, (146) 032226	UNKNOWN	silver	2010	MS69	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥20,405 (2026-02-21 / MS69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/336495482039?_skw=NGC+silver+coin+graded&hash=item4e58b194b7:g:tQIAAeSw~U5pwJ01	2026-04-03T10:19:48.610734+00:00
v1|366309593416|0	1988 American Silver Eagle MS69 NGC Graded Brown Label	US	silver	1988	MS69	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥20,405 (2026-02-21 / MS69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/366309593416?_skw=NGC+silver+coin+graded&hash=item5549c0d148:g:jn0AAeSw6o1pxzbA	2026-04-03T16:13:08.459948+00:00
v1|366309593416|0	1988 American Silver Eagle MS69 NGC Graded Brown Label	US	silver	1988	MS69	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥20,405 (2026-02-21 / MS69)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/366309593416?_skw=NGC+silver+coin+graded&hash=item5549c0d148:g:jn0AAeSw6o1pxzbA	2026-04-03T10:19:48.610734+00:00
v1|377072304911|0	Estate Silver Gold Coin Lot Collection Bank Rolls Proof Sets Gold Bar NGC Graded	UNKNOWN	gold			NGC	OBSERVATION	CAP_NG: Non-coin item (lot/collection/novelty). Not sourcing target.	https://www.ebay.com/itm/377072304911?_skw=NGC+gold+graded&hash=item57cb42c30f:g:mLsAAeSwf7JpydLx	2026-04-03T10:19:48.610734+00:00
v1|406801694723|0	1959 Franklin Silver Half Dollar 50c Coin Graded MS 64 By NGC	UNKNOWN	silver	1959	MS64	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥17,500 (2025-12-04 / PF70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/406801694723?_skw=NGC+silver+coin+graded&hash=item5eb7454003:g:6TEAAeSw7rppxFnS	2026-04-03T10:19:48.610734+00:00
v1|406801706136|0	1962 D Franklin Silver Half Dollar 50c Coin Graded MS65 By NGC	UNKNOWN	silver	1962	MS65	NGC	OBSERVATION	同種コイン参照 (TYPE_ONLY)。Yahoo参照¥17,500 (2025-12-04 / PF70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/406801706136?_skw=NGC+silver+coin+graded&hash=item5eb7456c98:g:-0IAAeSwBo9pxFt-	2026-04-03T10:19:48.610734+00:00
v1|406811609673|0	1881 S MS 63 Liberty Morgan Silver Dollar PCGS Certified Graded Authentic 11	US	silver	1881	MS63	PCGS	OBSERVATION	年号±4年差の近似一致 (YEAR_DELTA)。Yahoo参照¥18,900 (2025-08-03 / MS63)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/406811609673?_skw=PCGS+silver+coin+graded&hash=item5eb7dc8a49:g:hT8AAeSwtLtpyQSc	2026-04-03T16:13:08.459948+00:00
v1|406811674617|0	2016 MS 70 Kangaroo Australia 1 OZ Silver Coin PCGS Graded Certified Slab 28	AU	silver	2016	MS70	PCGS	OBSERVATION	同一コイン確認 (EXACT)。Yahoo参照¥12,600 (2025-10-20 / MS70)。 ❌ CAP_NG：現時点では見送り推奨。	https://www.ebay.com/itm/406811674617?_skw=PCGS+silver+coin+graded&hash=item5eb7dd87f9:g:2cYAAeSwGnFpyQx8	2026-04-03T16:13:08.459948+00:00
